Post ID,Post Text,clean_text,sentiment,predicted_sentiment,emotion,is_relevant,severity,Likes,Replies
lakilaki__pemalu/DZz_4JzHTDP,Pelajaran keeenam dan yang jadi inti dari segala inti: jangan meniru kekuasaan Soeharto. Tiru penguasaan dirinya. | Sejarah menunjukkan bahwa wibawanya memang layak ditiru. Tapi kultus terhadap kekuasaannya bikin lo bisa kalap makan MBG sampe ompreng-omprengnya. | Fuck Orde Baru! 🖕 8 / 8 | Fuck Orde Baru! 🖕,pelajaran keeenam dan yang jadi inti dari segala inti: jangan meniru kekuasaan soeharto. tiru penguasaan dirinya. | sejarah menunjukkan bahwa wibawanya memang layak ditiru. tapi kultus terhadap kekuasaannya bikin lo bisa kalap makan mbg sampe ompreng-omprengnya. | fuck orde baru! 🖕 8 / 8 | fuck orde baru! 🖕,negative,negative,anger,True,high,0,0
ddescendents/DZz_sDyEtc_,"MBG, MAS BAHLIL GOBLOK","mbg, mas bahlil goblok",negative,negative,anger,True,high,0,0
astrianimi/DZypqinAQTj,"Dan yang membuat ku juga bingung, banyak keracunan itu. Yang bayar rumah sakit nya pemerintah kah?. Trus banyak makanan yang tersisa, bisa gak sih di retur ke dapur sppg nya / ke siapa pun yg berkontribusi. Biar ikut merasakan yg katanya jerih payah itu🤣. Ya kan yg berkontribusi mbg( siapa pun itu gak Mau rugi) ya harus nya siswa/ siapa pun penerima yg keracunan dll jangan Mau rugi lah.","dan yang membuat ku juga bingung, banyak keracunan itu. yang bayar rumah sakit nya pemerintah kah?. trus banyak makanan yang tersisa, bisa gak sih di retur ke dapur sppg nya / ke siapa pun yg berkontribusi. biar ikut merasakan yg katanya jerih payah itu🤣. ya kan yg berkontribusi mbg( siapa pun itu gak mau rugi) ya harus nya siswa/ siapa pun penerima yg keracunan dll jangan mau rugi lah.",negative,negative,frustration,True,medium,1,0
adriandaru.s/DZy0WPngVm2,MBG bermanfaat bagi siapa?? yang korup?? ya iya jelas,mbg bermanfaat bagi siapa?? yang korup?? ya iya jelas,negative,negative,anger,True,high,1,0
dwisydh/DZzjookFH94,"Iya loh kak, aku jg mikir kek gitu. Sepenting itukah mbg dan kopdes sampai ngorbanin banyak hal 😭","iya loh kak, aku jg mikir kek gitu. sepenting itukah mbg dan kopdes sampai ngorbanin banyak hal 😭",negative,negative,worry,True,medium,0,0
valerinasanjaya/DZz_IoGElzU,Membalas @irenesonia | Manfaat apa yg didapat ketika banyak yg keracunan? JELASKAN,membalas | manfaat apa yg didapat ketika banyak yg keracunan? jelaskan,negative,negative,anger,True,high,1,1
fxtrtecho_/DZy-8FeD9-Y,"Membalas @marthamartha2745 | @marthamartha2745 | Lha MBG nya aja ga enak, dan belum tentu aman bu. Ga waswas anak keracunan?","membalas | | lha mbg nya aja ga enak, dan belum tentu aman bu. ga waswas anak keracunan?",negative,negative,frustration,True,high,0,1
sholehtriha/DZwuqgCk-D8,"Demo sore ini di titik 0 Km, isi orasinya menolak MBG dihentikan 😂","demo sore ini di titik 0 km, isi orasinya menolak mbg dihentikan 😂",positive,positive,neutral,True,low,823,232
andri3075/DZ0BnfyEpeh,"Membalas @godricmalfoy | @godricmalfoy | Tapi intinya, MBG ngambil porsi besar dari anggaran pendidikan kan? Belom lagi dari MBG itu potensi bocornya udah ketahuan kan? Gw mah ngga asbun 😌 Terjemahkan | Tapi intinya, MBG ngambil porsi besar dari anggaran pendidikan kan? Belom lagi dari MBG itu potensi bocornya udah ketahuan kan? Gw mah ngga asbun 😌","membalas | | tapi intinya, mbg ngambil porsi besar dari anggaran pendidikan kan? belom lagi dari mbg itu potensi bocornya udah ketahuan kan? gw mah ngga asbun 😌 terjemahkan | tapi intinya, mbg ngambil porsi besar dari anggaran pendidikan kan? belom lagi dari mbg itu potensi bocornya udah ketahuan kan? gw mah ngga asbun 😌",negative,neutral,frustration,True,medium,0,1
bambangiraw/DZypqL4oOKo,Ada apa sebenarnya ini ..? Ada yang bilang jalan terus tuh mbg Ada ya bersikap stop aja deh biar anggaran efesien..!?,ada apa sebenarnya ini ..? ada yang bilang jalan terus tuh mbg ada ya bersikap stop aja deh biar anggaran efesien..!?,mixed,mixed,confusion,True,low,0,0
reresdio/DZz_rh5gZn8,Bisa korupsi 1M/hari Bisa mark up anggaran Bisa dapat 6 juta/ hari Bisa nambah beban guru karena harus ngurusin ompreng Bisa motong durasi efektif belajar karena waktu dipakai bagi2 MBG | Iya gak kidsss???,bisa korupsi 1m/hari bisa mark up anggaran bisa dapat 6 juta/ hari bisa nambah beban guru karena harus ngurusin ompreng bisa motong durasi efektif belajar karena waktu dipakai bagi2 mbg | iya gak kidsss???,negative,negative,frustration,True,high,0,0
ivanprymbd/DZzw7e4EzvH,"kalau mau lihat mbg yang berhasil dan sesuai, coba lihat di china, tdk dipaksakan seporsi hanya lauk ini itu, porsi & gizi nya sesuai, padahal murid² china sudah kaya tapi mbg nya mewah, jadi tidak perlu memakai embel² ""murid china akhirnya bisa makan enak karna program ini"" karena sejati nya negara mereka mampu dan tidak MEMAKSAKAN","kalau mau lihat mbg yang berhasil dan sesuai, coba lihat di china, tdk dipaksakan seporsi hanya lauk ini itu, porsi & gizi nya sesuai, padahal murid² china sudah kaya tapi mbg nya mewah, jadi tidak perlu memakai embel² ""murid china akhirnya bisa makan enak karna program ini"" karena sejati nya negara mereka mampu dan tidak memaksakan",negative,negative,frustration,True,medium,0,0
putrausman/DZypHblkwbj,"Membalas @firyay | Paling ngga kalo perut kenyang bisa BELAJAR DENGAN SERIUS! Skng lu pernah coba ngga belajar tapi udah ngga makan 2 hari? Orang ngga punya empati itu ya ngga tau rasanya anak miskin yg ngga makan trus lu koar2 suruh belajar. Korupsi wajib diberantas bukan programnya di berhentikan! Kalo lu pengen berantas korupsi di MBG, TUNJUK BANGSAT YG KORUPSI ITU! Jangan cuman ngandalin pemerintah utk memberantas korupsi sendirian, susah kalo ngga ada dukungan dari rakyat! Gimana dukungannya? TUNJUK","membalas | paling ngga kalo perut kenyang bisa belajar dengan serius! skng lu pernah coba ngga belajar tapi udah ngga makan 2 hari? orang ngga punya empati itu ya ngga tau rasanya anak miskin yg ngga makan trus lu koar2 suruh belajar. korupsi wajib diberantas bukan programnya di berhentikan! kalo lu pengen berantas korupsi di mbg, tunjuk bangsat yg korupsi itu! jangan cuman ngandalin pemerintah utk memberantas korupsi sendirian, susah kalo ngga ada dukungan dari rakyat! gimana dukungannya? tunjuk",positive,mixed,anger,True,medium,0,3
ahliminimarket/DZxSOYrHcDf,"Negara bangkrut. Sudah akui saja! APBN jebol, batubara gak kebeli! Hambur2kan truss untuk KMP Dan MBG hanya jadi tai!","negara bangkrut. sudah akui saja! apbn jebol, batubara gak kebeli! hambur2kan truss untuk kmp dan mbg hanya jadi tai!",negative,negative,anger,True,high,4500,144
marthamartha2745/DZzWIPRgeh5,"Alhamdulillah MBG ank saya aman sampe hari ini..jadi GK semua..semua program pemerintah awl"" memang masih perlu diperbaiki","alhamdulillah mbg ank saya aman sampe hari ini..jadi gk semua..semua program pemerintah awl"" memang masih perlu diperbaiki",positive,positive,trust,True,none,0,0
firyay/DZyppNoAf-0,"sebelum lo bilang belajar dengan lapar. emang anak2 jalanan bisa sekolah? 47,45% anak di indonesia masih blm bs mengenyam pendidikan dan yg lo garis bawahin cuma “kasian anak sekolah yg belajar sambil kelaperan.” mereka aja belom tentu bs dapetin mbg karena gbs sekolah dongo. | santai aj sih kalo ngeluarin argumen, keliatan banget ngelaknya mpruyy kaya kebagian duit dapur aje ngebela mbg kaya ngebela Nabi wakakakaka | dr dulu gada mbg jg matahari masih terbit dari timur kok.","sebelum lo bilang belajar dengan lapar. emang anak2 jalanan bisa sekolah? 47,45% anak di indonesia masih blm bs mengenyam pendidikan dan yg lo garis bawahin cuma “kasian anak sekolah yg belajar sambil kelaperan.” mereka aja belom tentu bs dapetin mbg karena gbs sekolah dongo. | santai aj sih kalo ngeluarin argumen, keliatan banget ngelaknya mpruyy kaya kebagian duit dapur aje ngebela mbg kaya ngebela nabi wakakakaka | dr dulu gada mbg jg matahari masih terbit dari timur kok.",negative,negative,frustration,True,low,0,0
hafizmln___/DZzjsFeCa3t,"pantesan mbg tutup, kakak ini sedang memasak🔥","pantesan mbg tutup, kakak ini sedang memasak🔥",negative,negative,disappointment,True,low,1,1
ferygondrong270/DZ0CDPVD48w,"Emak-emak, relawan, dan masyarakat bersatu mendukung Program MBG sebagai langkah nyata meningkatkan kesejahteraan dan kualitas generasi penerus. #RelawanBergerak #EmakEmakBergerak","emak-emak, relawan, dan masyarakat bersatu mendukung program mbg sebagai langkah nyata meningkatkan kesejahteraan dan kualitas generasi penerus. relawanbergerak emakemakbergerak",positive,positive,joy,True,none,0,0
yogieprassetyaputra/DZzMIYRAR_5,"Membalas @riska.syahri | @riska.syahri | Anak2 jebolan Sarkem tetap dapat MBG kok buk, jangan takut kehabisan Terjemahkan | Anak2 jebolan Sarkem tetap dapat MBG kok buk, jangan takut kehabisan","membalas .syahri | .syahri | anak2 jebolan sarkem tetap dapat mbg kok buk, jangan takut kehabisan terjemahkan | anak2 jebolan sarkem tetap dapat mbg kok buk, jangan takut kehabisan",positive,positive,trust,True,low,4,4
anggasvirgocian/DZz3xqvE0_Z,"TERLALU ANEH UDAH, PROGRAM GA JELAS GA PENTING, REALISASI PROGRAM MELENCENG DARI TUJUAN AWAL, YANG JELAS INI BUANG-BUANG ANGGARAN‼️ | #kdmp #kopdesmerahputih #koperasi #viral #prabowo","terlalu aneh udah, program ga jelas ga penting, realisasi program melenceng dari tujuan awal, yang jelas ini buang-buang anggaran‼️ | kdmp kopdesmerahputih koperasi viral prabowo",negative,negative,anger,True,high,84,44
godricmalfoy/DZ0CD-1mc45,"'Gw mah ngga asbun' tapi hobi banget melintir konteks demi keliatan pinter wkwk. Dari awal kan lu parno bilang ada dana sekolah yang ditumbalkan demi MBG, pas terbukti salah lu langsung ngeles ngebahas potensi bocor. | Fyi aja, isu korupsi logistik atau pengadaan di BGN itu justru lagi disikat abis-abisan sama Kejaksaan Agung dan KPK biar duit rakyat gak dirampok oknum. >>>","'gw mah ngga asbun' tapi hobi banget melintir konteks demi keliatan pinter wkwk. dari awal kan lu parno bilang ada dana sekolah yang ditumbalkan demi mbg, pas terbukti salah lu langsung ngeles ngebahas potensi bocor. | fyi aja, isu korupsi logistik atau pengadaan di bgn itu justru lagi disikat abis-abisan sama kejaksaan agung dan kpk biar duit rakyat gak dirampok oknum. >>>",positive,negative,satisfaction,True,none,0,1
sunar_to2026/DZ0C_lTGjHU,Yg penting dana cair & mengalir dng mudah atas nama MBG & KDMP.,yg penting dana cair & mengalir dng mudah atas nama mbg & kdmp.,neutral,negative,neutral,True,none,0,0
by.budirest/DZzwZ9zDYGH,"Cakep ini abis MBG giliran KMP naik panggung Gmn APBN ga habis, di maling terus. - PLN byar pet - Gas melon hilang - BBM naik - Harga2 ikut melambung | Ehh ini bagi2 buat mainan di Kopdes, mau buka toko material kah ampe perlu truk. | Trus knp di kodim? Tentara urus Kopdes, polisi urus MBG, trus yg siap perang siapa? Yg jaga keamanan siapa... Dah ga jelas semua.","cakep ini abis mbg giliran kmp naik panggung gmn apbn ga habis, di maling terus. - pln byar pet - gas melon hilang - bbm naik - harga2 ikut melambung | ehh ini bagi2 buat mainan di kopdes, mau buka toko material kah ampe perlu truk. | trus knp di kodim? tentara urus kopdes, polisi urus mbg, trus yg siap perang siapa? yg jaga keamanan siapa... dah ga jelas semua.",negative,negative,frustration,True,high,10,2
muhammdmu/DZzWIJsk6V4,"Mbg kan pake uang rakyat, bukan uangnya wowo","mbg kan pake uang rakyat, bukan uangnya wowo",negative,negative,frustration,True,low,0,1
triofajark/DZzw7IQGXGw,"Yaa Rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim MBG KDMP sebelum November 2026 🤲🏻","yaa rabb, demi keselamatan negara, nasib kesehatan dan pendidikan bangsa yang lebih baik, serta kematangan ekonomi...aku mohon bubarkan rezim mbg kdmp sebelum november 2026 🤲🏻",negative,negative,anger,True,high,0,0
raditya.septian/DZyprQ9j0AM,"nah yg jd msalah artinya pekerjaannya yg hrsnya bsa lbh mnghidupi, bukan makanannya. Msalah dr mbg adalah anggaran sbesar itu di pakai buat nyuapin.. Kenapa ga d pke buat meningkatkan lapangan kerja? Jd g prlu d suapin udh bsa makan sndiri2. itu gede lho buat mbg triliyunan per hari, minimal ratusan milyar. mndng yg bner2 btuh aja dan d msak d sklh. jd jauh lbh kcil anggarannya, bsa dpakai meningkatkan kemandirian ekonomi masyarakat.","nah yg jd msalah artinya pekerjaannya yg hrsnya bsa lbh mnghidupi, bukan makanannya. msalah dr mbg adalah anggaran sbesar itu di pakai buat nyuapin.. kenapa ga d pke buat meningkatkan lapangan kerja? jd g prlu d suapin udh bsa makan sndiri2. itu gede lho buat mbg triliyunan per hari, minimal ratusan milyar. mndng yg bner2 btuh aja dan d msak d sklh. jd jauh lbh kcil anggarannya, bsa dpakai meningkatkan kemandirian ekonomi masyarakat.",negative,negative,frustration,True,medium,6,2
citamj/DZzw429Gh1l,Kopdes ini kenapa sihh mbg aja udh buat pusing 😔 urusan sekolah2 didaerah aja belum beres,kopdes ini kenapa sihh mbg aja udh buat pusing 😔 urusan sekolah2 didaerah aja belum beres,negative,negative,frustration,True,low,1,0
0ztr0v_oztrov/DZz_pgajAsx,"#MBG Makanan gratis di Masjidil haram tersedia di dekat WC 6 , dibagikan 3 kali sehari untuk mereka kaum duafa dan yang tidak beruntung, bagi anda yang merasa layak menerima bantuan makanan gratis bisa ikut , lumayan bisa hemat uang makan sampe 300rb per hari jika ambil makan 3 kali sehari ##masjidilharom🕋 #umrahbackpacker #tkwsaudiarabia","mbg makanan gratis di masjidil haram tersedia di dekat wc 6 , dibagikan 3 kali sehari untuk mereka kaum duafa dan yang tidak beruntung, bagi anda yang merasa layak menerima bantuan makanan gratis bisa ikut , lumayan bisa hemat uang makan sampe 300rb per hari jika ambil makan 3 kali sehari masjidilharom🕋 umrahbackpacker tkwsaudiarabia",positive,positive,satisfaction,True,none,0,0
hendry_xero/DZy0YtFCTJA,"begini nih kelakuan org yg menjilat kekuasaan, merasa angkuh, sombong, menekan org dgn teriak2 seperti semua milik dia.. yg penting gaya dulu masalah otak dan cara berpikir belakangan.. presiden dengan segala kekuasaan dan informasi, tidak tau MBG bermasalah setelah jalan hampir 2 tahun yg sudah dikasih masukan dan kritik oleh masyarakat ? itu gak tau? pura2 bego? apa memang dongo beneran? sama kayak penjilat2 kekuasaan yg terus2an menentang rakyat. gak belajar dari kasus sahroni, uya kuya, dll","begini nih kelakuan org yg menjilat kekuasaan, merasa angkuh, sombong, menekan org dgn teriak2 seperti semua milik dia.. yg penting gaya dulu masalah otak dan cara berpikir belakangan.. presiden dengan segala kekuasaan dan informasi, tidak tau mbg bermasalah setelah jalan hampir 2 tahun yg sudah dikasih masukan dan kritik oleh masyarakat ? itu gak tau? pura2 bego? apa memang dongo beneran? sama kayak penjilat2 kekuasaan yg terus2an menentang rakyat. gak belajar dari kasus sahroni, uya kuya, dll",negative,mixed,anger,True,high,9,1
godricmalfoy/DZ0BMZxGR1M,"Lu baca beritanya setengah-setengah sih, jadinya asbun. Anggaran MBG emang masuk perluasan rumpun fungsi pendidikan makro karena sasarannya anak sekolah. Tapi kementerian udah tegasin kalau tidak ada pemotongan untuk mutu dan operasional pendidikan esensial yang udah ada. Dana BOS, KIP, dan anggaran renovasi fisik Rp14 T itu tetep berjalan independen di posnya masing-masing.","lu baca beritanya setengah-setengah sih, jadinya asbun. anggaran mbg emang masuk perluasan rumpun fungsi pendidikan makro karena sasarannya anak sekolah. tapi kementerian udah tegasin kalau tidak ada pemotongan untuk mutu dan operasional pendidikan esensial yang udah ada. dana bos, kip, dan anggaran renovasi fisik rp14 t itu tetep berjalan independen di posnya masing-masing.",positive,mixed,neutral,True,low,0,0
805mamat/DZzjmx2me9x,Kebayang kan kita duduk makan nasi box d bawah bendera kuning ehtau nya bendera partai Golkar ..mbg mas Bahlil ganteng,kebayang kan kita duduk makan nasi box d bawah bendera kuning ehtau nya bendera partai golkar ..mbg mas bahlil ganteng,negative,negative,frustration,True,medium,1,0
rina.taufan/DZz_qWaCZ7w,Pemerintah mana pikirin rakyat. Korupsi. MBG itu korupsi tiap hari. Hellooooo. Baru bangun ya????,pemerintah mana pikirin rakyat. korupsi. mbg itu korupsi tiap hari. hellooooo. baru bangun ya????,negative,negative,anger,True,high,2,0
farisajaaaa_/DZzjoDuGFTl,"Disaat issue menipisnya batu bara yang mengakibatkan pemadaman lampu, BI rate naik, pajak semakin mencengkik, apa- apa jadi mahal, malah ada yang demo pro MBG? Dude are you fucking joke?! Cicilan lu noh naik ege!! 🤡","disaat issue menipisnya batu bara yang mengakibatkan pemadaman lampu, bi rate naik, pajak semakin mencengkik, apa- apa jadi mahal, malah ada yang demo pro mbg? dude are you fucking joke?! cicilan lu noh naik ege!! 🤡",negative,negative,anger,True,medium,0,0
aizzlx_/DZzPlPPCQr2,Jadi siapa si yang sebetulnya butuh MAKAN BERGIJI GRATIS? Anak anak stunting atau mereka para pemburu rente berkedok gizi?,jadi siapa si yang sebetulnya butuh makan bergiji gratis? anak anak stunting atau mereka para pemburu rente berkedok gizi?,negative,negative,frustration,True,medium,40,46
abcdefikri____/DZzWErxj3WS,"Ga pernah nyesal, karena yg anti pak prabowo itu cuma liat dari satu sisi aja, ntah emang mau berkontribusi untuk menyuarakan aspirasi lewat kritikan or cuma alibi karena ga suka sama pak prabowo, sekarang kalo ngomong by data Indonesia masih jauh dari kata krisis dan resesi, sementara itu yg kalian notis cuma MBG dan selalu MBG, pak prabowo berhasil ngembaliin uang negara dari koruptor itu knpa ga kalian notis? Terus masalah under invoicing? Kok ga kalian notis?","ga pernah nyesal, karena yg anti pak prabowo itu cuma liat dari satu sisi aja, ntah emang mau berkontribusi untuk menyuarakan aspirasi lewat kritikan or cuma alibi karena ga suka sama pak prabowo, sekarang kalo ngomong by data indonesia masih jauh dari kata krisis dan resesi, sementara itu yg kalian notis cuma mbg dan selalu mbg, pak prabowo berhasil ngembaliin uang negara dari koruptor itu knpa ga kalian notis? terus masalah under invoicing? kok ga kalian notis?",positive,negative,satisfaction,True,none,3,0
